ts_utc,combo_id,kappa,g0,t,eta,S,H,rho,Gstar,bias,clamp,tri_C,eta_cap,slot7_jobs
2025-11-05T13:11:33Z,1,0.01,0.55,200,0.07749999996342663,0.07749999996342663,0.175,0.2449489742783178,0.2999999973680156,-0.002500000026319845,0.0,0.7,,
2025-11-05T13:11:38Z,1,0.01,0.55,205,0.07749999997368015,0.07749999997368015,0.175,0.2449489742783178,0.2999999999589614,-0.002500000000410386,0.0,0.7,,
2025-11-05T13:11:43Z,1,0.01,0.55,211,0.07749999997368015,0.07749999997368015,0.175,0.2449489742783178,0.2999999999589614,-0.002500000000410386,0.0,0.7,,
2025-11-05T13:11:48Z,1,0.01,0.55,216,0.07749999997368015,0.07749999997368015,0.175,0.2449489742783178,0.2999999999589614,-0.002500000000410386,0.0,0.7,,
2025-11-05T13:11:53Z,1,0.01,0.55,221,0.07749999999958962,0.07749999999958962,0.175,0.2449489742783178,0.29999999994582516,-0.002500000000541749,0.0,0.7,,
2025-11-05T13:11:58Z,1,0.01,0.55,226,0.07749999999958962,0.07749999999958962,0.175,0.2449489742783178,0.29999999994582516,-0.002500000000541749,0.0,0.7,,
2025-11-05T13:12:03Z,1,0.01,0.55,231,0.07749999999958962,0.07749999999958962,0.175,0.2449489742783178,0.29999999994582516,-0.002500000000541749,0.0,0.7,,
2025-11-05T13:12:08Z,1,0.01,0.55,236,0.07749999999945825,0.07749999999945825,0.175,0.2449489742783178,0.29999999993843607,-0.00250000000061564,0.0,0.7,,
2025-11-05T13:12:13Z,1,0.01,0.55,241,0.07749999999945825,0.07749999999945825,0.175,0.2449489742783178,0.29999999993843607,-0.00250000000061564,0.0,0.7,,
2025-11-05T13:12:18Z,1,0.01,0.55,246,0.07749999999945825,0.07749999999945825,0.175,0.2449489742783178,0.29999999993843607,-0.00250000000061564,0.0,0.7,,
2025-11-05T13:12:23Z,1,0.01,0.55,251,0.07749999999938437,0.07749999999938437,0.175,0.2449489742783178,0.29999999995675825,-0.002500000000432418,0.0,0.7,,
2025-11-05T13:12:28Z,1,0.01,0.55,256,0.07749999999938437,0.07749999999938437,0.175,0.2449489742783178,0.29999999995675825,-0.002500000000432418,0.0,0.7,,
2025-11-05T13:12:33Z,1,0.01,0.55,261,0.07749999999938437,0.07749999999938437,0.175,0.2449489742783178,0.29999999995675825,-0.002500000000432418,0.0,0.7,,
2025-11-05T13:12:38Z,1,0.01,0.55,266,0.07749999999956758,0.07749999999956758,0.175,0.2449489742783178,0.2999999999996778,-0.0025000000000032223,0.0,0.7,,
2025-11-05T13:12:43Z,1,0.01,0.55,271,0.07749999999956758,0.07749999999956758,0.175,0.2449489742783178,0.2999999999996778,-0.0025000000000032223,0.0,0.7,,
2025-11-05T13:12:48Z,1,0.01,0.55,276,0.07749999999956758,0.07749999999956758,0.175,0.2449489742783178,0.2999999999996778,-0.0025000000000032223,0.0,0.7,,
2025-11-05T13:12:53Z,1,0.01,0.55,281,0.07749999999999678,0.07749999999999678,0.175,0.2449489742783178,0.2999999999990818,-0.002500000000009183,0.0,0.7,,
2025-11-05T13:12:58Z,1,0.01,0.55,286,0.07749999999999678,0.07749999999999678,0.175,0.2449489742783178,0.2999999999990818,-0.002500000000009183,0.0,0.7,,
2025-11-05T13:13:04Z,1,0.01,0.55,291,0.07749999999999678,0.07749999999999678,0.175,0.2449489742783178,0.2999999999990818,-0.002500000000009183,0.0,0.7,,
2025-11-05T13:13:09Z,1,0.01,0.55,296,0.07749999999999081,0.07749999999999081,0.175,0.2449489742783178,0.2999999999989668,-0.0025000000000103325,0.0,0.7,,
2025-11-05T13:13:14Z,1,0.01,0.55,301,0.07749999999999081,0.07749999999999081,0.175,0.2449489742783178,0.2999999999989668,-0.0025000000000103325,0.0,0.7,,
2025-11-05T13:13:19Z,1,0.01,0.55,306,0.07749999999999081,0.07749999999999081,0.175,0.2449489742783178,0.2999999999989668,-0.0025000000000103325,0.0,0.7,,
2025-11-05T13:13:24Z,1,0.01,0.55,311,0.07749999999998967,0.07749999999998967,0.175,0.2449489742783178,0.2999999999992878,-0.002500000000007123,0.0,0.7,,
2025-11-05T13:13:29Z,1,0.01,0.55,316,0.07749999999998967,0.07749999999998967,0.175,0.2449489742783178,0.2999999999992878,-0.002500000000007123,0.0,0.7,,
2025-11-05T13:13:34Z,1,0.01,0.55,321,0.07749999999998967,0.07749999999998967,0.175,0.2449489742783178,0.2999999999992878,-0.002500000000007123,0.0,0.7,,
2025-11-05T13:13:39Z,1,0.01,0.55,326,0.07749999999999288,0.07749999999999288,0.175,0.2449489742783178,0.29999999999998955,-0.002500000000000105,0.0,0.7,,
2025-11-05T13:13:44Z,1,0.01,0.55,331,0.07749999999999288,0.07749999999999288,0.175,0.2449489742783178,0.29999999999998955,-0.002500000000000105,0.0,0.7,,
2025-11-05T13:13:49Z,1,0.01,0.55,336,0.07749999999999288,0.07749999999999288,0.175,0.2449489742783178,0.29999999999998955,-0.002500000000000105,0.0,0.7,,
2025-11-05T13:13:54Z,1,0.01,0.55,341,0.0774999999999999,0.0774999999999999,0.175,0.2449489742783178,0.2999999999999846,-0.0025000000000001544,0.0,0.7,,
2025-11-05T13:13:59Z,1,0.01,0.55,346,0.0774999999999999,0.0774999999999999,0.175,0.2449489742783178,0.2999999999999846,-0.0025000000000001544,0.0,0.7,,
2025-11-05T13:14:04Z,1,0.01,0.55,351,0.0774999999999999,0.0774999999999999,0.175,0.2449489742783178,0.2999999999999846,-0.0025000000000001544,0.0,0.7,,
2025-11-05T13:14:09Z,1,0.01,0.55,356,0.07749999999999985,0.07749999999999985,0.175,0.2449489742783178,0.2999999999999828,-0.0025000000000001727,0.0,0.7,,
2025-11-05T13:14:14Z,1,0.01,0.55,361,0.07749999999999985,0.07749999999999985,0.175,0.2449489742783178,0.2999999999999828,-0.0025000000000001727,0.0,0.7,,
2025-11-05T13:14:19Z,1,0.01,0.55,366,0.07749999999999985,0.07749999999999985,0.175,0.2449489742783178,0.2999999999999828,-0.0025000000000001727,0.0,0.7,,
2025-11-05T13:14:24Z,1,0.01,0.55,371,0.07749999999999983,0.07749999999999983,0.175,0.2449489742783178,0.2999999999999883,-0.0025000000000001176,0.0,0.7,,
2025-11-05T13:14:29Z,1,0.01,0.55,376,0.07749999999999983,0.07749999999999983,0.175,0.2449489742783178,0.2999999999999883,-0.0025000000000001176,0.0,0.7,,
2025-11-05T13:14:34Z,1,0.01,0.55,381,0.07749999999999983,0.07749999999999983,0.175,0.2449489742783178,0.2999999999999883,-0.0025000000000001176,0.0,0.7,,
2025-11-05T13:14:39Z,1,0.01,0.55,386,0.07749999999999989,0.07749999999999989,0.175,0.2449489742783178,0.2999999999999999,-0.002500000000000002,0.0,0.7,,
2025-11-05T13:14:44Z,1,0.01,0.55,391,0.07749999999999989,0.07749999999999989,0.175,0.2449489742783178,0.2999999999999999,-0.002500000000000002,0.0,0.7,,
2025-11-05T13:14:49Z,1,0.01,0.55,396,0.07749999999999989,0.07749999999999989,0.175,0.2449489742783178,0.2999999999999999,-0.002500000000000002,0.0,0.7,,
2025-11-05T13:14:54Z,1,0.01,0.55,401,0.0775,0.0775,0.175,0.2449489742783178,0.2999999999999997,-0.0025000000000000035,0.0,0.7,,
2025-11-05T13:14:59Z,1,0.01,0.55,406,0.0775,0.0775,0.175,0.2449489742783178,0.2999999999999997,-0.0025000000000000035,0.0,0.7,,
2025-11-05T13:15:04Z,1,0.01,0.55,411,0.0775,0.0775,0.175,0.2449489742783178,0.2999999999999997,-0.0025000000000000035,0.0,0.7,,
2025-11-05T13:15:09Z,1,0.01,0.55,416,0.0775,0.0775,0.175,0.2449489742783178,0.2999999999999997,-0.0025000000000000035,0.0,0.7,,
2025-11-05T13:15:14Z,1,0.01,0.55,421,0.0775,0.0775,0.175,0.2449489742783178,0.2999999999999997,-0.0025000000000000035,0.0,0.7,,
2025-11-05T13:15:19Z,1,0.01,0.55,426,0.0775,0.0775,0.175,0.2449489742783178,0.2999999999999997,-0.0025000000000000035,0.0,0.7,,
2025-11-05T13:15:24Z,1,0.01,0.55,431,0.0775,0.0775,0.175,0.2449489742783178,0.29999999999999977,-0.0025000000000000027,0.0,0.7,,
2025-11-05T13:15:29Z,1,0.01,0.55,436,0.0775,0.0775,0.175,0.2449489742783178,0.29999999999999977,-0.0025000000000000027,0.0,0.7,,
2025-11-05T13:15:34Z,1,0.01,0.55,441,0.0775,0.0775,0.175,0.2449489742783178,0.29999999999999977,-0.0025000000000000027,0.0,0.7,,
2025-11-05T13:15:39Z,1,0.01,0.55,447,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:15:44Z,1,0.01,0.55,452,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:15:49Z,1,0.01,0.55,457,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:15:54Z,1,0.01,0.55,462,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:15:59Z,1,0.01,0.55,467,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:16:04Z,1,0.01,0.55,472,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:16:09Z,1,0.01,0.55,477,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:16:14Z,1,0.01,0.55,482,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:16:19Z,1,0.01,0.55,487,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:16:24Z,1,0.01,0.55,492,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:16:29Z,1,0.01,0.55,497,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:16:34Z,1,0.01,0.55,502,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:16:39Z,1,0.01,0.55,507,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:16:44Z,1,0.01,0.55,512,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:16:49Z,1,0.01,0.55,517,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:16:54Z,1,0.01,0.55,522,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:16:59Z,1,0.01,0.55,527,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:17:04Z,1,0.01,0.55,532,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:17:10Z,1,0.01,0.55,537,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:17:15Z,1,0.01,0.55,542,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:17:20Z,1,0.01,0.55,547,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:17:25Z,1,0.01,0.55,552,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:17:30Z,1,0.01,0.55,557,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:17:35Z,1,0.01,0.55,562,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:17:40Z,1,0.01,0.55,567,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:17:45Z,1,0.01,0.55,572,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:17:50Z,1,0.01,0.55,577,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:17:55Z,1,0.01,0.55,582,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:18:00Z,1,0.01,0.55,587,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:18:05Z,1,0.01,0.55,592,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:18:10Z,1,0.01,0.55,597,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:18:15Z,1,0.01,0.55,602,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:18:20Z,1,0.01,0.55,607,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:18:25Z,1,0.01,0.55,612,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:18:30Z,1,0.01,0.55,617,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:18:35Z,1,0.01,0.55,622,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:18:40Z,1,0.01,0.55,627,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:18:45Z,1,0.01,0.55,632,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:18:50Z,1,0.01,0.55,637,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:18:55Z,1,0.01,0.55,642,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:19:00Z,1,0.01,0.55,647,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:19:05Z,1,0.01,0.55,652,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:19:10Z,1,0.01,0.55,657,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:19:15Z,1,0.01,0.55,662,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:19:20Z,1,0.01,0.55,667,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:19:25Z,1,0.01,0.55,672,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:19:30Z,1,0.01,0.55,678,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:19:35Z,1,0.01,0.55,683,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:19:40Z,1,0.01,0.55,688,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:19:45Z,1,0.01,0.55,693,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:19:50Z,1,0.01,0.55,698,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:19:55Z,1,0.01,0.55,703,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:20:00Z,1,0.01,0.55,708,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:20:05Z,1,0.01,0.55,713,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:20:10Z,1,0.01,0.55,718,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:20:15Z,1,0.01,0.55,723,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:20:20Z,1,0.01,0.55,728,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:20:25Z,1,0.01,0.55,733,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:20:30Z,1,0.01,0.55,738,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:20:35Z,1,0.01,0.55,743,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:20:40Z,1,0.01,0.55,748,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:20:45Z,1,0.01,0.55,753,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:20:50Z,1,0.01,0.55,758,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:20:56Z,1,0.01,0.55,763,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:21:01Z,1,0.01,0.55,768,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:21:06Z,1,0.01,0.55,773,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:21:11Z,1,0.01,0.55,778,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:21:16Z,1,0.01,0.55,783,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:21:21Z,1,0.01,0.55,788,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:21:26Z,1,0.01,0.55,793,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:21:31Z,1,0.01,0.55,798,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:21:36Z,1,0.01,0.55,803,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:21:41Z,1,0.01,0.55,808,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:21:46Z,1,0.01,0.55,813,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:21:51Z,1,0.01,0.55,818,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:21:56Z,1,0.01,0.55,823,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:22:01Z,1,0.01,0.55,828,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:22:06Z,1,0.01,0.55,833,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:22:11Z,1,0.01,0.55,838,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:22:16Z,1,0.01,0.55,843,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:22:21Z,1,0.01,0.55,848,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
2025-11-05T13:22:26Z,1,0.01,0.55,853,0.0775,0.0775,0.175,0.2449489742783178,0.3,-0.0025000000000000005,0.0,0.7,,
